ragazzi,107266056
deve,107374893
prego,107483190
nostro,107590167
grande,107696945
tipo,107803509
senti,107909060
soldi,108014207
persone,108119165
dice,108223661
appena,108327966
potrebbe,108431258
sapere,108533973
tre,108636214
questi,108738352
piace,108840485
oggi,108942313
vieni,109043809
avevo,109143989
gente,109243865
siete,109343639
idea,109443325
figlio,109542958
guarda,109642263
ai,109741548
sicuro,109840478
puo,109938938
puo,110037186
accordo,110134643
dentro,110232073
degli,110328900
forza,110424661
queste,110520403
trovato,110616015
caso,110710096
tutte,110803756
faccio,110897397
signora,110990563
nome,111083353
pensi,111175517
avuto,111267665
problema,111359528
donna,111450996
tutta,111542132
okay,111633209
altri,111724236
preso,111814921
aver,111905483
ragazza,111995964
mondo,112085814
basta,112175491
faccia,112265064
stare,112354549
ragazzo,112443393
subito,112531798
nostra,112620090
insieme,112708187
nulla,112795938
ah,112882504
volevo,112968694
famiglia,113054525
sentito,113140027
notte,113224638
sara,113308747
eh,113392473
stesso,113475895
ragione,113559158
testa,113642207
capito,113724764
volte,113807271
sotto,113889640
vado,113971722
tuoi,114053257
tesoro,114134689
suoi,114215489
bella,114296169
dato,114375263
serve,114454325
erano,114532882
buona,114611116
prendere,114689329
scusa,114767528
stiamo,114845624
avrei,114923135
pensavo,115000376
moglie,115077559
porta,115154727
sara,115231793
morto,115308479
vorrei,115384023
succede,115459173
storia,115533529
bello,115607873
pronto,115681999
dici,115755649
cercando,115828475
avanti,115900695
meno,115972728
persona,116044518
dovuto,116115902
secondo,116186063
venire,116256181
polizia,116326071
letto,116395356
capisco,116464636
avrebbe,116533049
fino,116600820
paura,116668191
dico,116735507
stanno,116802640
amici,116869438
mentre,116936037
domani,117002490
uomini,117068836
macchina,117135115
fine,117201310
aiuto,117267449
stavo,117333034
capo,117398238
fratello,117463417
amore,117528526
facciamo,117593285
abbastanza,117657734
nei,117722135
ucciso,117786368
vediamo,117850298
state,117914131
cio,117977530
mano,118040556
li,118103362
giorni,118166166
piano,118228951
presto,118291704
comunque,118354383
trovare,118416581
nemmeno,118478777
merda,118540871
qua,118602819
bambino,118664663
sera,118726202
diavolo,118787461
giro,118848710
andato,118909958
vedo,118971066
quelle,119032002
far,119092821
stati,119153251
neanche,119213605
primo,119273928
buon,119334227
vostro,119394513
morte,119454773
tornare,119514578
anno,119574084
pensato,119633389
piacere,119692183
bel,119750951
perche,119809605
mie,119868048
papa,119926327
quasi,119984430
nessun,120042068
dovrei,120098911
felice,120155375
vedi,120211777
stessa,120267776
contro,120323760
colpa,120379739
quale,120435711
punto,120491382
dovrebbe,120546712
andata,120601906
finito,120656909
chiesto,120711859
sento,120766607
migliore,120821013
invece,120875185
figlia,120929249
quei,120983297
col,121037236
dovresti,121091111
ore,121144863
almeno,121198474
minuti,121252041
terra,121305532
credi,121358851
salve,121412079
strada,121465153
scusi,121518148
sue,121570957
passato,121623608
dollari,121676181
nostri,121728668
stasera,121780969
settimana,121833268
sola,121885488
scuola,121937644
occhi,121989602
magari,122041531
vostra,122093440
perso,122145081
uscire,122196663
mani,122248151
importante,122299550
parlato,122350544
bambini,122401401
ultima,122451986
stava,122502426
sapevo,122552863
potrei,122603160
significa,122653337
possibile,122703461
indietro,122753580
riesco,122803655
nelle,122853581
eri,122903367
chiama,122953117
piccolo,123002843
sangue,123052443
tardi,123102032
importa,123151460
cuore,123200436
messo,123249352
auto,123298060
marito,123346745
viene,123395289
papa,123443706
ieri,123491927
quelli,123540049
lasciato,123588048
venuto,123636027
spero,123683676
numero,123731122
ricordi,123778536
chiamato,123825855
ascolta,123873063
veramente,123920215
fatta,123966752
parlando,124013166
pensare,124059540
fantastico,124105907
difficile,124152218
fanno,124198529
altre,124244803
serio,124290997
dovremmo,124337158
fossi,124383065
acqua,124428894
entrare,124474696
stanza,124520448
pensa,124566092
possa,124611364
portato,124656606
qualsiasi,124701770
traduzione,124746780
lascia,124791691
dietro,124836552
nessuna,124881353
roba,124926077
dicendo,124970735
amo,125015178
forte,125059558
problemi,125103910
corpo,125148122
piccola,125192172
agente,125236191
sentire,125280181
vicino,125324158
prendi,125367873
telefono,125411560
foto,125455215
sacco,125498754
pare,125542106
poco,125585438
voleva,125628724
potuto,125671415
strano,125713992
donne,125756513
cinque,125798958
bravo,125841399
ragazze,125883787
stia,125926147
festa,125968429
tue,126010561
andando,126052582
capire,126094597
film,126136551
genere,126178501
dare,126220061
parla,126261464
attimo,126302789
quattro,126344095
probabilmente,126385315
morire,126426339
mesi,126467349
pure,126508304
senso,126549231
vecchio,126590148
verso,126631041
ufficio,126671801
sappiamo,126712556
ben,126753201
sorella,126793656
farti,126833923
signorina,126874165
cio,126914285
dottore,126954335
domanda,126994356
unica,127034184
conosco,127073719
qual,127113176
vivere,127152507
vista,127191450
guerra,127230388
paio,127269256
faro,127307970
prova,127346602
ricordo,127384917
conto,127423228
avessi,127461534
divertente,127499822
nuova,127537999
perdere,127575973
dimmi,127613658
sicura,127651335
mezzo,127688971
farmi,127726470
fate,127763691
piedi,127800816
be,127837671
figli,127874500
sopra,127911253
unico,127947983
sapete,127984568
esattamente,128021106
lavorare,128057602
capitano,128094059
parola,128130449
squadra,128166742
dottor,128202858
possono,128238946
volete,128274729
motivo,128310249
avevi,128345752
finita,128381033
esatto,128416159
gioco,128451282
perfetto,128486141
fortuna,128520891
siano,128555502
credere,128590103
chiamo,128624703
potresti,128659299
resto,128693848
mente,128728218
mangiare,128762529
spiace,128796684
morta,128830791
cioe,128864562
passare,128898317
cena,128931914
cavolo,128965284
avresti,128998629
tratta,129031873
dammi,129065000
john,129098107
pistola,129131108
buongiorno,129163992
affari,129196862
sarei,129229726
dica,129262448
tizio,129295159
entrambi,129327845
la,129360463
davanti,129393080
puttana,129425676
citta,129458207
matrimonio,129490705
quanti,129523176
controllo,129555633
dalle,129588060
ultimo,129620471
culo,129652764
facile,129684992
fuoco,129717062
cercare,129748726
sesso,129780379
the,129812016
molti,129843582
fammi,129875031
vogliono,129906466
voglia,129937682
fu,129968880
potremmo,130000069
genitori,130031070
mandato,130062014
mettere,130092921
vivo,130123817
uccidere,130154682
saranno,130185513
negli,130216316
vada,130247119
sicurezza,130277892
causa,130308642
inizio,130339311
faremo,130369944
re,130400523
vogliamo,130431008
potete,130461466
agli,130491789
ospedale,130522069
bere,130552286
attenzione,130582474
ricevuto,130612595
jack,130642651
sulle,130672687
smettila,130702628
scritto,130732559
succedendo,130762242
avesse,130791892
faro,130821383
omicidio,130850832
musica,130880248
pero,130909654
dicono,130939020
cura,130968366
prossima,130997625
tieni,131026860
andate,131056068
lasciare,131085226
arrivato,131114337
new,131143382
parole,131172362
libro,131201307
capisci,131230168
revisione,131259026
pace,131287830
situazione,131316629
paese,131345415
ottimo,131374173
sbagliato,131402832
durante,131431472
oddio,131460111
provato,131488663
nostre,131517128
chiunque,131545451
dirmi,131573744
wow,131602008
eravamo,131630251
immagino,131658479
entra,131686706
torna,131714922
sui,131743116
amica,131771239
diventare,131799333
verita,131827415
vede,131855483
citta,131883531
voluto,131911538
farai,131939493
fatti,131967423
settimane,131995265
buono,132023102
portare,132050906
venuta,132078703
piuttosto,132106349
chiedo,132133975
stupido,132161564
assolutamente,132189147
presidente,132216662
aspettare,132244164
sam,132271636
scelta,132299046
scoperto,132326453
vuol,132353814
molte,132381163
dormire,132408505
lungo,132435819
dirlo,132462996
sarai,132490165
giornata,132517306
parli,132544444
giu,132571554
alcuni,132598607
bagno,132625652
arrivare,132652683
avvocato,132679713
dello,132706743
guardare,132733766
aria,132760753
cane,132787732
signori,132814584
realta,132841427
cielo,132868220
deciso,132895006
tornato,132921719
dieci,132948346
prigione,132974965
fra,133001447
prendo,133027893
messaggio,133054327
e,133080730
usare,133107132
benissimo,133133532
voce,133159878
conosci,133186205
luce,133212445
giovane,133238657
minuto,133264778
chiamare,133290880
campo,133316853
giu,133342722
gran,133368574
capelli,133394367
cerca,133420150
restare,133445895
lontano,133471549
qualunque,133497122
bambina,133522685
saperlo,133548210
arrivo,133573643
poter,133599048
continua,133624442
finche,133649825
idiota,133675156
provare,133700479
onore,133725788
passo,133751037
domande,133776154
cara,133801227
alto,133826261
trova,133851285
pensando,133876279
credevo,133901205
fretta,133926043
morti,133950782
preoccuparti,133975512
gruppo,134000217
prove,134024850
funziona,134049448
incidente,134074027
solito,134098503
camera,134122844
odio,134147157
aiutare,134171462
brava,134195758
aspetto,134219970
speciale,134244136
futuro,134268250
bocca,134292297
finalmente,134316342
allo,134340363
cibo,134364324
chiaro,134388171
circa,134411984
intenzione,134435756
vera,134459503
semplice,134483228
piacerebbe,134506952
dirti,134530673
viaggio,134554375
insomma,134578075
cambiare,134601772
oltre,134625391
giocare,134649009
ordine,134672545
riguardo,134696055
permesso,134719497
chiamata,134742935
pero,134766354
dovete,134789643
venite,134812756
mattina,134835832
crede,134858868
l,134881853
natale,134904811
finire,134927742
direi,134950658
fondo,134973554
york,134996388
occhio,135019205
resta,135041912
cercato,135064612
vostri,135087226
devono,135109830
verita,135132411
pronti,135154977
pronta,135177484
scusami,135199924
chiami,135222318
scusate,135244679
prossimo,135267028
arriva,135289285
saputo,135311521
milioni,135333753
torno,135355981
mese,135378192
sistema,135400399
michael,135422549
fermo,135444694
s,135466819
soltanto,135488917
detective,135510980
ovviamente,135533041
vecchia,135555080
metti,135577060
appuntamento,135599028
vanno,135620966
charlie,135642880
colpo,135664699
tom,135686505
cristo,135708292
chiedere,135730040
armi,135751722
grandi,135773322
stronzo,135794912
pazzo,135816481
piacciono,135838039
faceva,135859567
porto,135881088
segreto,135902588
ii,135924072
venga,135945474
controllare,135966862
grado,135988244
vittima,136009586
pezzo,136030895
lasci,136052118
specie,136073329
completamente,136094538
libero,136115737
generale,136136897
carino,136158036
fara,136179143
sogno,136200227
aspetti,136221297
veloce,136242325
interessa,136263339
assassino,136284352
lista,136305364
vederti,136326366
potere,136347352
sapeva,136368336
brutto,136389304
nave,136410255
zitto,136431168
giuro,136452033
centro,136472881
sole,136493702
zio,136514521
doveva,136535311
lasciami,136556097
oppure,136576882
semplicemente,136597630
ormai,136618338
saro,136639017
tenere,136659686
informazioni,136680345
guardate,136700932
mille,136721504
nello,136742063
incredibile,136762616
scena,136783154
ve,136803680
iniziato,136824201
glielo,136844712
legge,136865212
giusta,136885596
gentile,136905978
spesso,136926340
alcune,136946683
consiglio,136966915
caro,136987122
rapporto,137007274
cambiato,137027424
occhiata,137047487
mike,137067468
joe,137087436
addio,137107371
addosso,137127292
volevi,137147204
errore,137167061
servizio,137186907
rispetto,137206698
poteva,137226458
sanno,137246199
sparato,137265937
vestiti,137285670
sorpresa,137305381
avrai,137325080
pagare,137344758
presa,137364415
attento,137384059
medico,137403700
personale,137423320
risposta,137442933
quali,137462523
schifo,137482103
fame,137501661
pieno,137521157
dovevo,137540548
usato,137559934
vengo,137579298
dolore,137598648
do,137617977
servono,137637279
saresti,137656577
peter,137675862
incontro,137695140
ritardo,137714399
normale,137733636
george,137752833
diverso,137772025
riesci,137791194
prende,137810344
peggio,137829485
proposito,137848562
rimanere,137867546
sembrava,137886524
sappia,137905490
bisogna,137924442
ricorda,137943336
chiuso,137962214
nonna,137981089
compagnia,137999953
coraggio,138018806
david,138037631
avevamo,138056439
programma,138075243
dimenticato,138094040
hey,138112834
bar,138131606
migliori,138150349
terribile,138169059
fallo,138187768
impossibile,138206440
arrivando,138225098
avevano,138243754
disse,138262403
frank,138281049
fara,138299639
guai,138318205
vattene,138336749
farci,138355287
aereo,138373803
conosce,138392316
sembri,138410825
grosso,138429269
notizie,138447710
tante,138466137
arma,138484556
finche,138502932
guardi,138521240
uscita,138539530
ia,138557813
studio,138576081
intorno,138594344
posizione,138612587
peccato,138630788
chiave,138648987
bastardo,138667156
fin,138685289
quante,138703393
interessante,138721494
cervello,138739593
dolce,138757622
manca,138775645
stessi,138793627
sente,138811585
andra,138829488
tanti,138847381
vestito,138865263
parti,138883138
denaro,138901008
rubato,138918852
sette,138936689
esserci,138954508
cliente,138972310
appartamento,138990087
adoro,139007801
saro,139025509
relazione,139043167
base,139060822
pranzo,139078454
sala,139096084
compleanno,139113685
seconda,139131273
questione,139148805
carta,139166282
henry,139183688
diritto,139201086
qualcun,139218466
vale,139235840
conosciuto,139253170
lavora,139270498
spalle,139287818
serata,139305125
saremo,139322366
tv,139339606
potevo,139356843
partita,139374077
otto,139391270
nero,139408455
zona,139425607
potrebbero,139442653
trovo,139459684
tempi,139476709
negozio,139493692
riuscito,139510675
stavi,139527628
aspettando,139544579
dottoressa,139561500
video,139578420
continuare,139595339
poliziotto,139612246
linea,139629141
fronte,139645938
soli,139662703
ex,139679441
silenzio,139696138
sicuramente,139712819
vinto,139729499
intendo,139746142
averlo,139762780
notizia,139779412
lettera,139796037
calma,139812659
senta,139829277
possibilita,139845882
scappare,139862454
aspettate,139879001
riguarda,139895539
paul,139912024
spazio,139928488
iniziare,139944935
altrimenti,139961303
andati,139977647
realta,139993981
diceva,140010307
ricerca,140026628
simile,140042933
canzone,140059236
esiste,140075538
stesse,140091812
vive,140108083
fossero,140124318
luogo,140140552
scherzando,140156777
pezzi,140172987
scoprire,140189183
pena,140205375
parliamo,140221514
tranquillo,140237640
vengono,140253726
corso,140269803
rimasto,140285870
sentite,140301918
pubblico,140317940
regalo,140333955
buonanotte,140349959
freddo,140365946
stamattina,140381925
stupida,140397849
santo,140413697
club,140429498
farebbe,140445256
computer,140460997
entro,140476717
parlo,140492435
cioe,140508145
dura,140523848
birra,140539539
james,140555213
scelto,140570869
ehm,140586522
lavorando,140602172
test,140617805
promesso,140633382
caccia,140648952
ballo,140664514
trovi,140680067
stanotte,140695593
max,140711078
avremmo,140726552
missione,140742022
salute,140757471
triste,140772901
duro,140788329
casino,140803757
porti,140819183
percio,140834609
alex,140850031
salvare,140865451
sarah,140880867
secondi,140896280
ultimi,140911682
america,140927045
esercito,140942404
tenente,140957748
contatto,140973048
uh,140988347
lavori,141003641
cellulare,141018935
jane,141034204
regole,141049443
arrivata,141064669
infatti,141079873
ascoltami,141095072
gay,141110263
pericolo,141125446
aiutarti,141140620
vostre,141155790
droga,141170958
bellissima,141186126
oro,141201286
carina,141216441
guardia,141231595
esempio,141246725
certamente,141261822
cucina,141276907
palle,141291942
intendi,141306973
scommetto,141322001
arrivati,141337021
piena,141352039
dunque,141367055
colpito,141382062
forma,141397066
dagli,141412068
borsa,141427058
fbi,141442045
dovrai,141456994
nonno,141471935
scarpe,141486861
anima,141501782
siediti,141516701
occasione,141531618
ne,141546529
comprare,141561377
incontrato,141576185
fermati,141590988
affatto,141605790
ferma,141620590
ovunque,141635388
governo,141650148
paziente,141664899
braccio,141679644
spettacolo,141694330
brutta,141709010
prometto,141723682
effetti,141738333
stavamo,141752960
fermi,141767584
aperto,141782203
crimine,141796812
tornata,141811419
avremo,141826003
decisione,141840572
cavallo,141855081
diciamo,141869582
necessario,141884079
mare,141898571
viva,141913061
sinistra,141927542
visita,141942022
inferno,141956493
usa,141970926
chiesa,141985347
parlarne,141999765
classe,142014153
mica,142028506
salvato,142042845
dannazione,142057176
scrivere,142071491
scorsa,142085796
mentito,142100100
attacco,142114400
lunga,142128688
reale,142142957
nick,142157214
intelligente,142171448
sapevi,142185681
comprato,142199871
sergente,142214061
danny,142228225
volo,142242389
contento,142256552
bianco,142270660
eccolo,142284767
rende,142298862
tavolo,142312956
diventato,142327027
rotto,142341093
apri,142355123
direttore,142369136
livello,142383141
dite,142397145
conoscere,142411148
passi,142425141
alcun,142439133
coi,142453112
farla,142467076
cambio,142480987
uscito,142494896
lato,142508800
riesce,142522680
regina,142536551
arrivederci,142550414
incinta,142564261
inglese,142578092
de,142591918
caldo,142605721
luna,142619511
maggiore,142633298
farsi,142647055
hotel,142660811
giudice,142674549
destra,142688276
affare,142701972
aiuti,142715661
carne,142729336
rispondere,142742969
differenza,142756599
mary,142770220
pelle,142783834
processo,142797439
attraverso,142811016
codice,142824592
umano,142838165
trovata,142851726
comandante,142865271
certa,142878816
pomeriggio,142892361
leggere,142905898
maledizione,142919406
lavorato,142932894
miglior,142946370
radio,142959843
pagato,142973315
precedenti,142986748
averti,143000169
vorrebbe,143013567
passa,143026953
pericoloso,143040321
vino,143053687
guardando,143067050
cerco,143080406
andra,143093757
dia,143107108
treno,143120457
interno,143133800
barca,143147143
caffe,143160439
libera,143173731
figliolo,143186985
farei,143200219
lezione,143213421
presente,143226605
buone,143239771
uniti,143252919
sogni,143266061
temo,143279195
stagione,143292325
avrebbero,143305447
jimmy,143318553
ordini,143331651
partire,143344710
sposato,143357728
accidenti,143370700
vederlo,143383668
data,143396628
nord,143409582
nuovi,143422514
possibilita,143435445
ringrazio,143448375
star,143461260
cattivo,143474132
parlarti,143487003
chiudi,143499869
documenti,143512700
gamba,143525523
ama,143538321
episodio,143551106
smettere,143563855
intero,143576601
pensate,143589333
imparato,143602064
alta,143614787
rosso,143627508
venuti,143640213
pochi,143652905
lascio,143665590
calmati,143678274
congratulazioni,143690947
gesu,143703600
belle,143716246
comune,143728883
segno,143741518
mostro,143754132
bomba,143766719
gambe,143779266
avra,143791808
responsabile,143804330
sembrare,143816845
ottima,143829348
aiutarmi,143841814
chiedendo,143854266
biglietto,143866715
san,143879156
clienti,143891597
tocca,143904037
steve,143916476
quegli,143928912
mangiato,143941347
sexy,143953779
bellissimo,143966196
jim,143978600
tony,143990993
farle,144003378
abbiano,144015758
intera,144028134
caffe,144040497
vivi,144052854
posti,144065198
zia,144077540
farcela,144089876
ray,144102189
maestro,144114474
banca,144126756
agenti,144139013
scherzo,144151260
operazione,144163499
dovrebbero,144175733
ufficiale,144187961
diro,144200180
ami,144212390
and,144224556
fantastica,144236711
vorresti,144248843
finta,144260922
energia,144273000
benvenuto,144285069
nascosto,144297115
scorso,144309159
pressione,144321193
periodo,144333219
indirizzo,144345237
speranza,144357240
meta,144369241
soprattutto,144381232
pazza,144393216
offerta,144405196
seguito,144417166
passaggio,144429114
sarebbero,144441046
piangere,144452977
fratelli,144464897
rischio,144476814
tale,144488726
naturalmente,144500633
torni,144512535
chiavi,144524428
finestra,144536320
harry,144548205
potesse,144560080
vincere,144571950
aprire,144583814
sud,144595675
entrato,144607533
avra,144619377
tommy,144631210
andremo,144643031
lasciate,144654847
pianeta,144666659
esci,144678452
danno,144690240
darmi,144702027
potessi,144713791
vecchi,144725554
stronzate,144737317
segreti,144749070
inoltre,144760813
guida,144772550
uccisa,144784281
darti,144796001
vite,144807720
testimone,144819438
strana,144831153
messa,144842857
correre,144854553
metto,144866238
portata,144877911
metri,144889582
ritorno,144901248
saltare,144912896
frega,144924543
ottenere,144936190
combattere,144947796
jake,144959401
vittime,144970993
capisce,144982569
molta,144994144
orribile,145005718
arrabbiato,145017291
imparare,145028825
ryan,145040353
prezzo,145051876
colazione,145063396
esperienza,145074898
animali,145086390
bill,145097876
diversi,145109342
ragazzino,145120795
destino,145132222
collo,145143637
cominciare,145155040
mossa,145166441
college,145177838
vicini,145189232
blu,145200620
nomi,145211995
maggior,145223370
enorme,145234743
preoccupare,145246104
fortunato,145257452
will,145268782
rumore,145280085
libri,145291385
suppongo,145302681
serie,145313963
arte,145325238
edificio,145336511
laboratorio,145347783
difesa,145359035
chiedi,145370283
sceriffo,145381505
odore,145392696
saprei,145403877
progetto,145415056
percio,145426227
ristorante,145437380
perfetta,145448504
fiducia,145459626
nove,145470736
lingua,145481839
segnale,145492912
tranne,145503968
scegliere,145514996
bob,145526022
porca,145537030
ascolti,145548015
carriera,145558971
colpevole,145569918
seduto,145580865
palla,145591812
comando,145602758
don,145613701
prendendo,145624636
terzo,145635567
aiutato,145646498
avermi,145657410
naso,145668318
mette,145679220
torta,145690120
immediatamente,145701016
locale,145711909
aiutarla,145722795
sembrano,145733677
amy,145744548
discorso,145755413
emergenza,145766274
muro,145777126
spirito,145787963
chiamate,145798796
contrario,145809610
verra,145820413
ie,145831215
fiori,145842010
notato,145852803
massimo,145863568
turno,145874332
piccoli,145885095
umani,145895848
anello,145906598
controllato,145917331
dovremo,145928053
coppia,145938768
vedrai,145949476
faranno,145960184
persino,145970888
accanto,145981574
dubbio,145992258
vedete,146002934
dipartimento,146013605
prenda,146024275
aiutami,146034936
furgone,146045589
dati,146056239
costa,146066849
guardami,146077459
cominciato,146088063
evitare,146098655
ridere,146109245
verra,146119834
proteggere,146130418
you,146140999
diverse,146151567
scatola,146162134
mangia,146172700
vederla,146183264
dovevi,146193822
colonnello,146204347
riunione,146214864
stazione,146225380
andava,146235876
felici,146246341
londra,146256784
memoria,146267220
grave,146277655
razza,146288085
punti,146298515
chiudere,146308943
praticamente,146319370
soldato,146329768
giustizia,146340160
bianca,146350538
potrai,146360913
torniamo,146371280
giovani,146381623
digli,146391963
eroe,146402293
mark,146412616
sparare,146422936
cerchi,146433247
tribunale,146443555
ferito,146453858
pesce,146464153
albero,146474440
nuove,146484721
battaglia,146494999
averla,146505274
pausa,146515548
professore,146525815
lee,146536080
entrambe,146546323
ferita,146556545
nemico,146566755
arresto,146576963
carte,146587164
daniel,146597365
ballare,146607559
natura,146617751
uso,146627931
casi,146638092
ovvio,146648249
piede,146658401
dirle,146668553
johnny,146678698
inutile,146688837
miss,146698974
inizia,146709108
cani,146719241
basso,146729368
colore,146739480
povero,146749576
isola,146759670
storie,146769759
billy,146779843
preoccupato,146789926
fidanzato,146800000
sentimenti,146810039
andro,146820060
maria,146830071
prendiamo,146840082
diventa,146850081
kate,146860073
alzati,146870064
idee,146880046
bacio,146890028
poliziotti,146899989
chiamano,146909939
parigi,146919878
kevin,146929813
diro,146939748
utile,146949667
anzi,146959564
laggiu,146969452
corsa,146979338
buoni,146989223
cattiva,146999102
contenta,147008980
compito,147018837
richard,147028691
tranquilla,147038538
stavolta,147048384
preferito,147058220
nato,147068046
andartene,147077865
bordo,147087682
denti,147097495
coltello,147107305
tengo,147117110
visti,147126914
decidere,147136713
provi,147146511
verde,147156301
sensazione,147166086
laggiu,147175845
corte,147185595
resti,147195336
anna,147205070
piaciuto,147214795
meraviglioso,147224511
ascoltare,147234215
taxi,147243901
da,147253576
giochi,147263244
aperta,147272910
retro,147282570
prendermi,147292210
legale,147301849
pensano,147311482
chris,147321098
conta,147330707
improvviso,147340313
guidare,147349916
stile,147359506
obiettivo,147369094
incontrare,147378669
pantaloni,147388232
ridicolo,147397793
sbaglio,147407352
adam,147416910
fila,147426456
saremmo,147436001
los,147445546
brian,147455078
accesso,147464605
breve,147474131
risolvere,147483653
continui,147493170
peso,147502687
continuo,147512200
sveglia,147521706
muoviti,147531208
francese,147540710
entrata,147550207
dipende,147559695
suona,147569168
chiusa,147578627
smesso,147588082
opera,147597534
vaffanculo,147606985
bobby,147616436
ricordare,147625876
buio,147635313
tiene,147644749
avro,147654174
fianco,147663593
estate,147673008
azione,147682423
arrabbiata,147691826
cadavere,147701219
affrontare,147710606
walter,147719988
centrale,147729348
angolo,147738706
funzionato,147748064
ognuno,147757417
contratto,147766770
faresti,147776121
accettare,147785469
grandioso,147794811
fede,147804152
stronza,147813493
procuratore,147822825
show,147832152
vendere,147841474
innocente,147850790
latte,147860104
schiena,147869416
soldati,147878724
finisce,147888022
ultimamente,147897311
fermare,147906598
malattia,147915882
bevuto,147925164
andy,147934445
fiume,147943724
buonasera,147952999
effetto,147962269
paga,147971536
ll,147980802
conti,147990058
principe,147999314
scopo,148008569
mandare,148017822
andarci,148027063
sii,148036288
stavano,148045488
fidati,148054675
dirtelo,148063846
assistente,148073003
nipote,148082158
fargli,148091291
robert,148100417
rispondi,148109533
risultati,148118648
matto,148127762
rose,148136873
rimasta,148145976
soluzione,148155070
dimenticare,148164144
vento,148173216
project,148182286
sbrigati,148191354
stanco,148200419
americano,148209480
of,148218540
fanculo,148227593
scott,148236641
claire,148245678
debole,148254715
troveremo,148263740
faccenda,148272761
piaceva,148281780
tradurre,148290799
capace,148299814
peggiore,148308822
siate,148317826
scomparsa,148326828
particolare,148335826
creato,148344817
cerchiamo,148353808
principale,148362796
dna,148371781
chiederti,148380752
campagna,148389722
coglione,148398686
riuscita,148407647
andrai,148416597
stampa,148425546
gatto,148434493
braccia,148443432
condizioni,148452367
parecchio,148461301
fottuto,148470233
tenuto,148479150
troviamo,148488067
magia,148496980
meta,148505880
ponte,148514758
emily,148523629
risposto,148532497
angeles,148541362
dettagli,148550222
attenta,148559080
reso,148567936
rilassati,148576791
impronte,148585641
sbagliata,148594475
importanza,148603301
drink,148612123
insegnato,148620938
washington,148629742
rovinato,148638542
malato,148647342
gesu,148656140
sindaco,148664938
seguire,148673735
decisamente,148682525
convinto,148691313
campione,148700100
zitta,148708873
srt,148717644
forze,148726411
salire,148735177
tanta,148743938
rachel,148752698
omicidi,148761457
prendete,148770211
